District_Name,Crop_Year,Season,Crop,Area,Production,T2M,RH2M,PREC,PAR
TIRUPPUR,2010,Whole Year,Sugarcane,6878,841168,27.19,67.38,2.33,99.98
TIRUPPUR,2011,Whole Year,Coconut,51478,646700000,26.51,68.25,2.05,102.92
TIRUPPUR,2012,Whole Year,Sugarcane,5347,491342,27.36,63.88,1.43,104.66
TIRUPPUR,2013,Whole Year,Coconut,56484,361300000,27.51,63.38,1.52,101.4
TIRUVANNAMALAI,2001,Whole Year,Sugarcane,23586,1087100,28.01,69.12,2.56,101.12
TIRUVANNAMALAI,2002,Whole Year,Sugarcane,12014,171870,28.14,68.69,2.16,103.63
TIRUVANNAMALAI,2003,Whole Year,Sugarcane,7404,646643,28.22,68.56,2.29,102.67
TIRUVANNAMALAI,2004,Whole Year,Sugarcane,17231,1596624,27.27,72.56,3.68,103.26
TIRUVANNAMALAI,2005,Whole Year,Sugarcane,27263,2584669,27.71,72.62,4.25,99.47
TIRUVANNAMALAI,2006,Kharif,Rice,111459,366051,27.67,70.5,2.68,103.23
TIRUVANNAMALAI,2007,Whole Year,Sugarcane,28227,3278651,27.52,71.38,3.04,102.39
TIRUVANNAMALAI,2008,Whole Year,Sugarcane,24198,2393521,27.21,73.19,3.8,103.13
TIRUVANNAMALAI,2009,Whole Year,Sugarcane,24467,2292158,28.02,69.12,2.78,104.02
TIRUVANNAMALAI,2010,Whole Year,Sugarcane,31435,2949680,27.65,73.88,3.61,97.98
TIRUVANNAMALAI,2011,Whole Year,Coconut,803,13400000,27.49,71.31,3.17,104.17
TIRUVANNAMALAI,2012,Whole Year,Sugarcane,43477,4376790,27.9,69.56,2.52,104.34
TIRUVANNAMALAI,2013,Whole Year,Coconut,624,5000000,27.94,69.44,2.39,100.89
THOOTHUKKUDI,2001,Kharif,Rice,10201,42780,26.98,79.06,4.69,110.56
THOOTHUKKUDI,2002,Whole Year,Banana,8037,477145,27.62,75.69,3.37,111.28
THOOTHUKKUDI,2003,Whole Year,Banana,8272,386862,27.52,76.69,3.59,111.41
THOOTHUKKUDI,2004,Whole Year,Banana,8995,501460,27.01,78.75,4.58,111.25
THOOTHUKKUDI,2005,Whole Year,Banana,9790,696235,27.17,79.38,4.91,110.19
THOOTHUKKUDI,2006,Whole Year,Banana,10252,685773,27.01,79,4.89,109.39
THOOTHUKKUDI,2007,Whole Year,Banana,10260,610430,27.55,74.25,2.36,110.87
THOOTHUKKUDI,2008,Whole Year,Coconut,6034,853000,27.4,75.19,2.73,109.46
THOOTHUKKUDI,2009,Whole Year,Banana,9760,565224,28.14,71.06,2.09,110.91
THOOTHUKKUDI,2010,Kharif,Rice,20007,89442,28.2,72.06,2.42,108.56
THOOTHUKKUDI,2011,Whole Year,Coconut,5717,47300000,28.14,70.69,1.75,109.79
THOOTHUKKUDI,2012,Whole Year,Sugarcane,457,44619,28.42,69.88,1.64,110.18
THOOTHUKKUDI,2013,Whole Year,Coconut,5848,55800000,28.35,70.12,1.79,108.95
VELLORE,2001,Whole Year,Sugarcane,28682,1401600,27.19,68.62,2.86,101.12
VELLORE,2002,Whole Year,Sugarcane,14397,1134480,27.21,68.81,2.25,103.63
VELLORE,2003,Whole Year,Sugarcane,12772,1051915,27.57,67.12,2.14,102.67
VELLORE,2004,Whole Year,Sugarcane,12325,1000691,26.4,72.31,3.23,103.26
VELLORE,2005,Whole Year,Sugarcane,17202,1410960,26.78,72.81,4.24,99.47
VELLORE,2006,Whole Year,Banana,6712,359657,26.72,70.81,2.67,103.23
VELLORE,2007,Whole Year,Sugarcane,20938,1944994,26.58,71.88,3.09,102.39
VELLORE,2008,Whole Year,Coconut,22416,1964000,26.46,72.25,3.41,103.13
VELLORE,2009,Whole Year,Banana,6645,284238,27.16,69,2.67,104.02
VELLORE,2010,Whole Year,Sugarcane,14034,1267726,26.99,73,3.21,97.98
VELLORE,2011,Whole Year,Coconut,22680,298500000,26.68,70.5,2.87,104.17
VELLORE,2012,Whole Year,Sugarcane,13182,1244329,27.25,67.94,2.42,104.34
VELLORE,2013,Whole Year,Coconut,21512,233000000,26.96,69.88,2.47,100.89
VILUPPURAM,2001,Whole Year,Sugarcane,36886,4378300,28.01,69.12,2.56,102.75
VILUPPURAM,2002,Whole Year,Sugarcane,34805,3033690,28.14,68.69,2.16,104.73
VILUPPURAM,2003,Whole Year,Sugarcane,30279,3125368,28.22,68.56,2.29,103.41
VILUPPURAM,2004,Whole Year,Sugarcane,39444,4511684,27.27,72.56,3.68,103.99
VILUPPURAM,2005,Whole Year,Sugarcane,56564,6233409,27.71,72.62,4.25,102.08
VILUPPURAM,2006,Whole Year,Sugarcane,61920,8229230,27.67,70.5,2.68,103.38
VILUPPURAM,2007,Whole Year,Sugarcane,56698,5787278,27.52,71.38,3.04,103.77
VILUPPURAM,2008,Whole Year,Sugarcane,52991,5801190,27.21,73.19,3.8,103.7
VILUPPURAM,2009,Whole Year,Sugarcane,54139,5796759,28.02,69.12,2.78,104.02
VILUPPURAM,2010,Whole Year,Sugarcane,64348,7236792,27.65,73.88,3.61,99.88
VILUPPURAM,2011,Whole Year,Coconut,1890,18900000,27.49,71.31,3.17,104.11
VILUPPURAM,2012,Whole Year,Sugarcane,79437,8704838,27.9,69.56,2.52,104.76
VILUPPURAM,2013,Whole Year,Coconut,1780,19100000,27.94,69.44,2.39,101.84
VIRUDHUNAGAR,2001,Whole Year,Sugarcane,3825,383200,26.9,76.44,4.17,97.87
VIRUDHUNAGAR,2002,Whole Year,Sugarcane,3580,328780,27.62,72.44,3.04,100.52
VIRUDHUNAGAR,2003,Whole Year,Sugarcane,2871,291919,27.42,74.25,3.56,101.63
VIRUDHUNAGAR,2004,Whole Year,Sugarcane,2194,218450,26.83,76.25,4.48,98.77
VIRUDHUNAGAR,2005,Whole Year,Sugarcane,3209,371525,27.04,77.19,4.9,98.82
VIRUDHUNAGAR,2006,Whole Year,Sugarcane,4211,455740,26.81,76.81,4.41,99.81
VIRUDHUNAGAR,2007,Whole Year,Sugarcane,4438,439668,27.57,71.06,2.36,99.62
VIRUDHUNAGAR,2008,Whole Year,Coconut,8818,609000,27.2,73,2.88,99.41
VIRUDHUNAGAR,2009,Whole Year,Sugarcane,3193,333333,28.28,66.88,1.9,100.67
VIRUDHUNAGAR,2010,Whole Year,Sugarcane,3314,287655,28.15,69.69,2.76,97.21
VIRUDHUNAGAR,2011,Whole Year,Coconut,9844,127900000,27.96,68.56,1.98,99.41
VIRUDHUNAGAR,2012,Whole Year,Sugarcane,3319,297582,28.5,66.19,1.63,101.05
VIRUDHUNAGAR,2013,Whole Year,Coconut,10041,117600000,28.57,65.75,1.78,96.8
